coffee_id,Country_of_Origin,Farm_Name,Mill,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Certification_Body,parsed_expiration,parsed_grading_date
#778206,Taiwan,??????Siang-Ting Organic Farm,??????Siang-Ting Organic Farm,Taiwan Coffee Laboratory,200,???Shoufeng Township,???Zhang Jin-Yi,3,50,Taiwan Coffee Laboratory ???????,2022,Zhang Jin Yi ???,Typica,Completed,Washed / Wet,7.92,8,7.83,7.92,7.83,7.83,10,10,10,8,0,85.33,0.108,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-12,2022-12-12
#952428,Taiwan,??????iGfarm,??????iGfarm,Taiwan Coffee Laboratory,150,???Shoufeng Township,??? LIU MENG TSUNG,1,50,Taiwan Coffee Laboratory ???????,2021 / 2022,Liu Meng Tsung???,Typica,Completed,NULL,7.92,8,7.92,8,7.58,7.75,10,10,10,7.83,0,85,0.109,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-12,2022-12-12
#852126,Taiwan,??????,??????,Taiwan Coffee Laboratory,750,Yunlin,???,1,100,Taiwan Coffee Laboratory ???????,2021 / 2022,CHEN SHAN DONG ???,SL34,Completed,Washed / Wet,7.75,7.83,7.58,7.58,7.58,7.5,10,10,10,7.5,0,83.33,0.107,Blue-Green,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#717129,Taiwan,???ZouZhouYuan,???ZouZhouYuan,Taiwan Coffee Laboratory,1300,Chiayi,???,1,100,Taiwan Coffee Laboratory ???????,2021 / 2022,"Fang, Cheng Lun ???",Gesha,Completed,Natural / Dry,7.92,7.92,8,7.92,7.83,7.92,10,10,10,8,0,85.5,0.091,Green,0,2,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#978770,Guatemala,Finca Vista Hermosa,El Vergel,Taiwan Coffee Laboratory,1900,"Guatemala, Fraijanes, Santa Rosa",Fredy Orantes,8,30,Taiwan Coffee Laboratory ???????,2021 / 2022,Carlos Pascual - ???,Gesha,Completed,Natural / Dry,8,7.92,8.08,7.92,7.75,8,10,10,10,8.08,0,85.75,0.116,Yellowish,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#197220,Taiwan,????? YU SIANG Coffee Estate,????? YU SIANG Coffee Estate,Taiwan Coffee Laboratory,650,"Dongshan Dist., Tainan City","???(CHEN, JIAN-YUAN)",20,5,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Pulped natural / honey,8.25,8.08,7.83,7.75,7.67,7.75,10,10,10,7.92,0,85.25,0.113,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-06-08,2022-06-08
#187142,United States (Hawaii),various farms,Aloha Hills Kona Coffee,Taiwan Coffee Laboratory,500,Ka'u,Isla Custom Coffees,4,15,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Typica,Completed,Washed / Wet,7.67,7.92,7.58,7.58,7.58,7.75,10,10,10,7.75,0,83.83,0.118,Green,0,3,3,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#699883,Taiwan,??????????,??????????,Taiwan Coffee Laboratory,1300,Chiayi,???,1,25,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,SL34,Completed,Natural / Dry,7.83,7.83,7.67,7.67,7.83,8,10,10,10,8,0,84.83,0.095,greenish,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#797281,Vietnam,CupnCare,CupnCare,Taiwan Coffee Laboratory,650,Quang Tri,TONG PHUC LAM TRADING SERVICES COMPANY LIMITED,3,5,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Catimor,Completed,Natural / Dry,8,7.83,7.75,7.67,7.58,7.83,10,10,10,7.92,0,84.58,0.116,brownish,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#194737,Guatemala,La Colina,Dinámica Café,Taiwan Coffee Laboratory,1668,Chimaltenango,Emilio Antonio Medina Garcia,5,30,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Washed / Wet,8.33,8.33,8.25,7.83,7.83,8.17,10,10,10,8.25,0,87,0.107,Green,0,2,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#295641,United States (Hawaii),Kainaliu Farm,Aloha Hills Kona Coffee,Taiwan Coffee Laboratory,640,Kona,Kainaliu-Kona Coffee Company,4,15,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Maragogype,Completed,Washed / Wet,7.33,7.58,7.5,7.5,7.5,7.58,10,10,10,7.5,0,82.5,0.117,Blue-Green,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#864968,Costa Rica,AMA EL AROMA Micro lot - Sunrise,Micro mill,Taiwan Coffee Laboratory,1450,west Villege,various producers,10,30,Taiwan Coffee Laboratory ???????,2021,Taiwan Coffee Laboratory ???????,SL28,Completed,Pulped natural / honey,7.33,7.5,7.25,7.92,7.75,7.58,10,10,10,7.42,0,82.75,0.118,pale yellow,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#231917,Taiwan,??????,??????,Taiwan Coffee Laboratory,850,Yunlin,???,1,100,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Washed / Wet,7.83,8,7.5,7.75,7.75,7.75,10,10,10,7.83,0,84.42,0.101,Bluish-Green,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#680765,Peru,Ruya Yayu Farm,no.,Taiwan Coffee Laboratory,1750,Villa Rica,Ruya Yayu,3,5,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Washed / Wet,8,8,7.83,7.83,7.58,7.83,10,10,10,7.75,0,84.83,0.107,greenish,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#462111,Taiwan,??????? Melastoma Coffee Estate,?????,Taiwan Coffee Laboratory,1250,Chiayi,???,1,27,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Washed / Wet,8.33,8.17,8.08,8,7.83,8.25,10,10,10,8.25,0,86.92,0.091,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#988330,Taiwan,??????,??????,Taiwan Coffee Laboratory,800,Yunlin,???,1,80,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Natural / Dry,7.92,7.75,7.67,7.75,7.75,8,9.33,10,10,7.92,0,84.08,0.106,Yellow-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#460896,Laos,OKLAO coffee farms,oklao coffee processing plant,Taiwan Coffee Laboratory,1300,Laos Borofen Plateau,WU TAO CHI,19,25,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Java,Completed,Semi Washed,8.33,8.42,8.08,8.17,7.92,8.17,10,10,10,8.33,0,87.42,0.104,Yellowish,0,2,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#489089,United States (Hawaii),Miranda's Farm,Greenwell,Taiwan Coffee Laboratory,1300,Ka'u district of Big Island,Jose & Berta Miranda,10,10,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Catuai,Completed,Washed / Wet,7.92,7.83,7.75,7.92,7.5,7.67,10,10,10,7.75,0,84.33,0.101,Yellow-Green,3,7,0,Taiwan Coffee Laboratory ???????,2023-11-09,2022-11-09
#741300,Taiwan,???????,???????,Taiwan Coffee Laboratory,1060,Chiayi,???,1,85,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Natural / Dry,8,8,8,7.92,7.75,7.92,10,10,10,7.92,0,85.5,0.102,Blue-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#814258,Honduras,La Bendicion,"COMSA (Cafe Organic Marcala, S.A)",Taiwan Coffee Laboratory,1600,"Marcala, La Paz",Joaquin Suazo,9,15,Taiwan Coffee Laboratory ???????,2021,Taiwan Coffee Laboratory ???????,Lempira,Completed,Washed / Wet,7.67,7.75,7.67,7.58,7.5,7.58,10,10,10,7.5,0,83.25,0.105,Bluish-Green,0,3,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#458680,Taiwan,????????,????????,Taiwan Coffee Laboratory,1400,Nantou,???,1,30,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,SL34,Completed,Washed / Wet,7.67,7.92,7.92,7.83,7.75,7.83,10,10,10,7.83,0,84.75,0.104,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#531918,Taiwan,Royal Bean Geisha Estate,Royal Bean Geisha Estate,Taiwan Coffee Laboratory,1200,Chiayi,???,1,80,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Washed / Wet,8.5,8.5,7.92,8,7.92,8.25,10,10,10,8.5,0,87.58,0.105,Blue-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#894623,Taiwan,???????(Jinzan Coffee Estate),???????(Jinzan Coffee Estate),Taiwan Coffee Laboratory,668,"Dongshan Dist., Tainan City","??? (YE,MING-ZAN)",4,5,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Washed / Wet,8.08,8.17,7.67,7.83,7.67,7.92,10,10,10,8,0,85.33,0.113,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-06-08,2022-06-08
#203399,El Salvador,San Nicolas,San Nicolas,Taiwan Coffee Laboratory,1500,Chalatenango,various producers,20,30,Taiwan Coffee Laboratory ???????,2021,Taiwan Coffee Laboratory ???????,Pacamara,Completed,Pulped natural / honey,7.83,7.83,7.83,7.83,7.67,7.67,10,10,10,7.67,0,84.33,0.103,brownish,0,4,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#917862,Taiwan,???,???,Taiwan Coffee Laboratory,1450,Chiayi,???,1,104,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,SL34,Completed,Natural / Dry,7.83,8,7.67,7.75,7.67,7.75,10,10,10,7.92,0,84.58,0.103,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#829336,United States (Hawaii),Hokukano Ranch,Kona Coffee & Tea,Taiwan Coffee Laboratory,600,Kona,Kona Hills LLC,80,15,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Typica,Completed,Washed / Wet,8,7.92,8,7.83,7.67,8,10,10,10,8,0,85.42,0.093,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#903758,Guatemala,El Morito,Sube,Taiwan Coffee Laboratory,1900,New Oriente,Various producers,1,15,Taiwan Coffee Laboratory ???????,2021,Taiwan Coffee Laboratory ???????,Gesha,Completed,Natural / Dry,7.83,7.83,7.58,7.67,7.67,7.58,10,10,10,7.75,0,83.92,0.119,greenish,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#494650,Taiwan,??????,??????,Taiwan Coffee Laboratory,1100,Chiayi,???,1,60,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,SL34,Completed,Pulped natural / honey,8.17,8.08,8,7.92,8,7.92,10,10,10,8,0,86.08,0.102,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#280251,Taiwan,???????,???????,Taiwan Coffee Laboratory,800,Yunlin,???,6,50,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Gesha,Completed,Natural / Dry,8.17,8.08,7.83,7.67,7.67,7.75,10,10,10,7.83,0,85,0.101,Yellow-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#918509,Taiwan,???????? Chi Tsai Liu Li Ecological Farm,????????,Taiwan Coffee Laboratory,1200,Chiayi,???,1,90,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,Sl34+Gesha,Completed,Natural / Dry,8.25,8.25,8.17,8,7.92,8.08,10,10,10,8.08,0,86.75,0.1,Yellow-Green,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#127725,Taiwan,??????,??????,Taiwan Coffee Laboratory,1250,Yunlin,???,4,50,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,SL34,Completed,Washed / Wet,7.83,8,7.92,8,8,7.92,10,10,10,7.92,0,85.58,0.106,Bluish-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#546930,Taiwan,???????????????????Agriculture Production and Marketing Groups of Hualien Shlin township special crop (coffee) 1st class,???????????????????Agriculture Production and Marketing Groups of Hualien Shlin township special crop (coffee) 1st class,Taiwan Coffee Laboratory,400,???Show Linxia Township,??? Li Zhi-xia,1,10,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Typica,Completed,Natural / Dry,8,7.92,7.83,7.92,7.75,7.75,10,10,10,7.92,0,85.08,0.1,Brownish,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-12,2022-12-12
#154686,Honduras,Maria Bonita,"Cafe Organic Marcala, S.A. (COMSA)",Taiwan Coffee Laboratory,1470,"San Jose, La Paz",Pedro Turcios,9,15,Taiwan Coffee Laboratory ???????,2021,Taiwan Coffee Laboratory ???????,Parainema,Completed,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.67,0,83.67,0.111,pale yellow,0,1,2,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#886281,United States (Hawaii),Manny's Farm,Manny's Farm,Taiwan Coffee Laboratory,1200,Kona district of Big Island,Manny Ochoa,3,30,Taiwan Coffee Laboratory ???????,2022,Taiwan Coffee Laboratory ???????,Typica,Completed,Washed / Wet,7.75,7.42,7.33,7.5,7.33,7.5,10,10,10,7.33,0,82.17,0.106,Green,1,5,0,Taiwan Coffee Laboratory ???????,2023-11-09,2022-11-09
#740616,Taiwan,?????? Liang Xuan Coffee Farm,??????,Taiwan Coffee Laboratory,1250,Chiayi,???,1,30,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwan Coffee Laboratory ???????,SL34,Completed,Washed / Wet,8.08,8.08,8.25,8.08,7.92,8,10,10,10,8.25,0,86.67,0.108,greenish,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#913173,Colombia,El Laurel,Hulling facility,Minka coffee company LTD,1100,Sierra Nevada de Santa Marta,Eric SELLIN,2,1,FABB Academy of Coffee,2021 / 2022,piradaPKPL,Caturra,Completed,Washed / Wet,7.67,7.67,7.42,7.75,7.5,7.75,10,10,10,7.58,0,83.33,0.135,greenish,0,0,0,FABB Academy of Coffee,2023-09-30,2022-09-30
#928398,Thailand,Hom Doi,Machines to peel outer skin of the cherry coffee and coffee is dried manually,Lyrose,1600,Chiang Mai,Lisu farmers,2,1,FABB Academy of Coffee,2021 / 2022,Christian Charmette,Catimor,Completed,Pulped natural / honey,7.67,8,7.83,8,8.08,8,10,10,10,8.08,0,85.67,0.098,Brownish-Green,0,5,0,FABB Academy of Coffee,2023-08-16,2022-08-16
#470272,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,1400,North of Thailand,Doi Tung Development Project,2,1,FABB Academy of Coffee,2022,Doi Tung Development Project,Gayo,Completed,Washed / Wet,7.17,7.92,7.58,7.5,7.58,7.67,10,10,10,7.42,0,82.83,0.118,Yellow-Green,0,5,0,FABB Academy of Coffee,2023-07-14,2022-07-14
#275002,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,1390,North of Thailand,Doi Tung Development Project,2,1,FABB Academy of Coffee,2022,Doi Tung Development Project,Bourbon,Completed,Washed / Wet,7.42,7.83,7.58,7.67,7.67,7.75,10,10,10,7.58,0,83.5,0.131,Green,0,0,0,FABB Academy of Coffee,2023-07-14,2022-07-14
#201057,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,1400,North of Thailand,Doi Tung Development Project,2,1,FABB Academy of Coffee,2022,Doi Tung Development Project,Typica,Completed,Washed / Wet,7.92,7.92,7.75,7.33,7.58,7.5,10,10,10,7.33,0,83.33,0.123,Yellow-Green,0,16,0,FABB Academy of Coffee,2023-07-14,2022-07-14
#126973,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,700,North of Thailand,Doi Tung Development Project,2,1,FABB Academy of Coffee,2022,Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.25,7.25,7.42,7.25,7.42,7.42,10,10,10,7.17,0,81.17,0.104,Green,0,0,0,FABB Academy of Coffee,2023-07-14,2022-07-14
#223636,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,1400,North of Thailand,Doi Tung Development Project,2,1,FABB Academy of Coffee,2022,Doi Tung Development Project,Java,Completed,Washed / Wet,7.33,7.42,7.25,7.33,7.5,7.42,10,10,10,7.17,0,81.42,0.116,Green,2,1,0,FABB Academy of Coffee,2023-07-14,2022-07-14
#146278,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,1390,North of Thailand,Doi Tung Development Project,2,1,FABB Academy of Coffee,2022,Doi Tung Development Project,Caturra,Completed,Washed / Wet,7.33,7.58,7.58,7.5,7.67,7.67,10,10,10,7.33,0,82.67,0.13,Greenish,1,0,0,FABB Academy of Coffee,2023-07-14,2022-07-14
#175322,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,1000,North of Thailand,Doi Tung Development Project,2,1,FABB Academy of Coffee,2022,Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.17,7.5,7.42,7.42,7.58,7.5,10,10,10,7.42,0,82,0.098,Green,0,0,0,FABB Academy of Coffee,2023-07-14,2022-07-14
#772299,Uganda,MASEREKA,kyagalanyi Hulling facility,kyagalanyi ltd,1806,RWENZORI,KYAGALANYI COFFEE LIMITED,320,60,Uganda Coffee Development Authority,2022 / 2023,Baguma Moris,SL14,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.5,7.33,10,10,10,7.33,0,81.83,0.115,Green,0,3,0,Uganda Coffee Development Authority,2024-03-13,2023-03-14
#677657,Uganda,Bugisu Shamba,Kawacom,Kawacom uganda LTD,1650,Mt Elgon,Kawacom Uganda Ltd,150,60,Uganda Coffee Development Authority,2021 / 2022,Kawacom Uganda LTD,SL14,Completed,Washed / Wet,7.75,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0,83.42,0.101,Green,0,3,0,Uganda Coffee Development Authority,2023-07-07,2022-07-07
#261460,Uganda,Gideon Kule,Dry Mill,Kyagalanyi Coffee Limited,1905,Rwenzori,Kyagalanyi coffee limited,320,60,Uganda Coffee Development Authority,2021 / 2022,KYAGALANYI COFFEE LIMITED,SL14,Completed,Washed / Wet,8,7.92,7.75,7.75,7.75,7.92,10,10,10,7.92,0,85,0.11,Green,0,1,0,Uganda Coffee Development Authority,2023-06-29,2022-06-29
#989481,Uganda,Masereka William,Dry Mill,Kyagalanyi Coffee Limited,1905,Rwenzori,Kyagalanyi coffee limited,320,60,Uganda Coffee Development Authority,2021 / 2022,KYAGALANYI COFFEE LIMITED,SL14,Completed,Washed / Wet,7.75,7.67,7.58,7.5,7.67,7.5,10,10,10,7.67,0,83.33,0.111,Green,0,5,0,Uganda Coffee Development Authority,2023-09-01,2022-09-01
#794972,Nicaragua,Finca Las Dos Marias,"Compare Coperativo Condega, Esteli, Nicaragua",NicaNoLA Coffee,1350,ESTELI,NicaNoLA Coffee,120,45,Specialty Coffee Association,2021 / 2022,rene j alcebo,Parainema,Completed,Washed / Wet,7.5,7.58,7.42,7.58,7.5,7.58,10,10,10,7.42,0,82.58,0.101,Green,0,0,0,Specialty Coffee Association,2023-06-20,2022-06-20
#210044,Nicaragua,Finca Las Dos Marias,"Compare Coperativo Condega, Esteli, Nicaragua",NicaNoLA Coffee,1350,ESTELI,NicaNoLA Coffee,74,45,Specialty Coffee Association,2021 / 2022,rene j alcebo,Catrenic,Completed,Natural / Dry,7.92,7.75,7.67,7.67,7.83,7.75,10,10,10,8,0,84.58,0.099,Green,1,2,0,Specialty Coffee Association,2023-06-09,2022-06-09
#249591,Vietnam,Ea tan Cooperative,SIMEXCO DAKLAK LTD,SIMEXCO DAKLAK LTD,900,"Eatan Commune, Krong Nang District, Krong Nang Province",Ea Tan Cooperative,22,60,Specialty Coffee Association,2021 / 2022,Simexco DakLak,Catimor,Completed,Pulped natural / honey,7.58,7.42,7.58,7.5,7.67,7.75,10,10,10,7.33,0,82.83,0.133,Green,0,4,0,Specialty Coffee Association,2023-06-03,2022-06-03
#539926,Vietnam,Apollo Estate,Dry Mill,"Sunvirtue Co., Ltd.",1040,Dalat,"Yeh,Li Chuan",77,15,Specialty Coffee Association,2021,"Sunvirtue Co., Ltd.",Catimor,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.5,7.42,10,10,10,7.58,0,82.33,0.105,Bluish-Green,0,0,0,Specialty Coffee Association,2023-06-01,2022-06-01
#826756,Nicaragua,Sajonia Estate Coffee S.A.,Sajonia Estate Coffee S.A.,SAJONIA ESTATE COFFEE S.A.,1000,Jinotega,Sajonia Estate Coffee S.A.,275,69,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,"Wataru & Co., Ltd.",Sarchimor,Completed,Washed / Wet,7.42,7.17,7,7.08,7.42,7.17,10,10,10,7.17,0,80.42,0.112,Green,0,5,0,Asociación de Cafés Especiales de Nicaragua,2024-04-19,2023-04-20
#723401,Nicaragua,Finca San Felipe,Beneficio Atlantic Sébaco,Exportadora Atlantic S.A,1200,Matagalpa,Exportadora Atlantic S.A.,300,30,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,"Exportadora Atlantic, S.A.",SHG,Completed,Natural / Dry,7.33,7.08,6.75,7.17,7.42,7.17,10,10,10,7.08,0,80,0.104,Green,0,12,2,Asociación de Cafés Especiales de Nicaragua,2024-03-02,2023-03-03
#995570,Nicaragua,Finca San Felipe,Beneficio Atlantic Sébaco,Exportadora Atlantic S.A,1200,Matagalpa,Exportadora Atlantic S.A.,275,69,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,"Exportadora Atlantic, S.A.",SHG,Completed,Natural / Dry,7.33,7.58,7.25,7.33,7.75,8.17,10,10,10,7.33,0,82.75,0.105,Green,5,1,2,Asociación de Cafés Especiales de Nicaragua,2024-01-30,2023-01-30
#370112,Thailand,Kevin Coffee,Dry mill,Square Root,1200,Chiang Mai,Kevin Wattana,6,50,Specialty Coffee Institute of Thailand,2021 / 2022,Sajcha tawaytibhong,"Bourbon, Catimor, Caturra, Typica",Completed,Natural / Dry,7.5,7.58,7.5,7.42,7.5,7.58,10,10,10,7.58,0,82.67,0.112,Yellow-Green,0,0,0,Specialty Coffee Institute of Thailand,2023-06-14,2022-06-14
#984405,Mexico,Finca Custepec,exportadora de cafe california,Exportadora Café California,1200,Chiapas,Armando Pohlenz,600,30,Centro Agroecológico del Café A.C.,2022 / 2023,ANDREAS KUSSMAUL,Sarchimor,Completed,Washed / Wet,7.67,7.67,7.58,7.67,7.83,7.58,10,10,10,7.75,0,83.75,0.117,Green,4,12,0,Centro Agroecológico del Café A.C.,2024-04-04,2023-04-05
#587946,Mexico,Finca San José,"Coatepec, Veracruz",La Villa Coffee Company LLC,1200,"Coatepec, Veracruz",José Gerardo Gutierrez Morales,32,69,Centro Agroecológico del Café A.C.,2021 / 2022,Alvin La Vaughn Landry,Typica,Completed,Washed / Wet,7.58,7.42,7.25,7.25,7.5,7.33,10,10,10,7.33,0,81.67,0.118,Green,2,2,0,Centro Agroecológico del Café A.C.,2023-08-11,2022-08-11
#300720,Mexico,Finca Tequihua,"Coatepec, Veracruz",La Villa Coffee Company LLC,1350,"ZONGOLICA, VERACRUZ",Martin Tequihuatle Zepahua,141,69,Centro Agroecológico del Café A.C.,2021 / 2022,Alvin La Vaughn Landry,Bourbon,Completed,Washed / Wet,7.75,7.5,7.42,7.67,7.58,7.5,10,10,10,7.5,0,82.92,0.119,Green,2,1,0,Centro Agroecológico del Café A.C.,2023-08-11,2022-08-11
#791934,Ethiopia,Ecom Agroindustrial,Beneficio humedo,Descafeinadores Mexicano SA. de CV,1800,Sidama,Ecom Agroindustrial,300,60,Centro Agroecológico del Café A.C.,2021 / 2022,Descafeinadores Mexicanos S.A de C.V,Ethiopian Heirlooms,Completed,Washed / Wet,8,7.75,7.5,7.67,7.67,7.67,10,10,10,7.75,0,84,0.113,Green,1,1,1,Centro Agroecológico del Café A.C.,2023-11-18,2022-11-18
#233123,Ethiopia,TADE GG,Moledo???????,"Marubeni corp.,",2000,Guji,Tesfaye Bekele Degaga,10,30,Japan Coffee Exchange,2021 / 2022,ERI ASAEDA,Ethiopian Heirlooms,Completed,Natural / Dry,8.08,8.25,8,8.08,7.92,7.92,10,10,10,8,0,86.25,0.118,greenish,0,1,1,Japan Coffee Exchange,2023-05-31,2022-05-31
#217253,Laos,NULL,DRY MILL,Marubeni Corporation,1300,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",343,60,Japan Coffee Exchange,2021 / 2022,Ikuto Uehara,Catimor,Completed,Washed / Wet,7.25,7.17,7.08,7,7.08,7.08,10,10,10,7,0,79.67,0.116,Green,0,11,9,Japan Coffee Exchange,2023-11-11,2022-11-11
#153864,Brazil,Various farm,Dry Mill of Cocapil,Marubeni Corporation,1200,Alta Mogiana-Ibiraci,Cocapil,440,60,Japan Coffee Exchange,2022 / 2023,Ikuto Uehara,NULL,Completed,Natural / Dry,7.42,7.42,7.25,7.25,7.17,7.25,10,10,10,7.25,0,81,0.106,greenish,0,1,2,Japan Coffee Exchange,2024-04-16,2023-04-17
#420582,Brazil,Various farm,Dry mill,marubeni,1200,Alta Mogiana-Ibiraci,COCAPIL,440,60,Japan Coffee Exchange,2021 / 2022,Ikuto Uehara,Catuai and Mundo Novo,Completed,Natural / Dry,7.25,7.17,7.17,7.08,7.17,7.17,10,10,10,7.17,0,80.17,0.116,greenish,0,2,1,Japan Coffee Exchange,2023-07-20,2022-07-20
#849802,Colombia,NULL,"Racafé & CIA S.C.A, Km 5 Vía Pereira",Marubeni Corporation,1411,Pereira,RACAFE & CIA SCA,375,70,Japan Coffee Exchange,2022 / 2023,Ikuto Uehara,NULL,Completed,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,0,83.83,0.119,Green,0,1,1,Japan Coffee Exchange,2024-04-16,2023-04-17
#656152,Guatemala,Not Specificated,Dry Mill of Exportcafe,Marubeni Corporation,1450,Oriente,"Exportcafe, S.A.",275,69,Japan Coffee Exchange,2021 / 2022,Ikuto Uehara,NULL,Completed,Washed / Wet,7.42,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0,82,0.115,Blue-Green,0,2,1,Japan Coffee Exchange,2023-11-28,2022-11-28
